GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_region_variant	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RNPS1	ENSG00000205937	ENST00000301730	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RNPS1	ENSG00000205937	ENST00000320225	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
RNPS1	ENSG00000205937	ENST00000397086	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
RNPS1	ENSG00000205937	ENST00000561518	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RNPS1	ENSG00000205937	ENST00000561718	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
RNPS1	ENSG00000205937	ENST00000562205	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
RNPS1	ENSG00000205937	ENST00000564311	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RNPS1	ENSG00000205937	ENST00000565243	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RNPS1	ENSG00000205937	ENST00000565678	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
RNPS1	ENSG00000205937	ENST00000565870	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RNPS1	ENSG00000205937	ENST00000566397	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
RNPS1	ENSG00000205937	ENST00000566458	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
RNPS1	ENSG00000205937	ENST00000567147	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RNPS1	ENSG00000205937	ENST00000568631	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RNPS1	ENSG00000205937	ENST00000569598	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RNU1-125P	ENSG00000252561	ENST00000516752	snRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RNU1-22P	ENSG00000200204	ENST00000363334	snRNA	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
RNU6-328P	ENSG00000212189	ENST00000390887	snRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
RNU6-457P	ENSG00000200869	ENST00000363999	snRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
RNU7-63P	ENSG00000238417	ENST00000459054	snRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ROGDI	ENSG00000067836	ENST00000322048	protein_coding	0	0	0	12	2	0	0	1	0	8	0	0	0	0	0	0	1
ROGDI	ENSG00000067836	ENST00000585653	retained_intron	0	0	0	12	0	0	0	7	0	4	0	0	0	0	0	0	1
ROGDI	ENSG00000067836	ENST00000585871	retained_intron	0	0	0	12	0	0	0	10	0	1	0	0	0	0	0	0	1
ROGDI	ENSG00000067836	ENST00000586153	protein_coding	0	0	0	12	0	0	0	6	0	4	0	0	0	0	0	0	2
ROGDI	ENSG00000067836	ENST00000586336	processed_transcript	0	0	0	12	0	0	0	6	0	5	0	0	0	0	0	0	1
ROGDI	ENSG00000067836	ENST00000586504	protein_coding	0	0	0	12	0	0	0	3	0	7	0	0	0	0	0	0	2
ROGDI	ENSG00000067836	ENST00000587377	nonsense_mediated_decay	0	0	0	12	2	0	0	1	0	8	0	0	0	0	0	0	1
ROGDI	ENSG00000067836	ENST00000587711	protein_coding	0	0	0	12	0	0	0	6	0	5	0	0	0	0	0	0	1
ROGDI	ENSG00000067836	ENST00000587843	nonsense_mediated_decay	0	0	0	12	2	0	0	1	0	8	0	0	0	0	0	0	1
ROGDI	ENSG00000067836	ENST00000588201	nonsense_mediated_decay	0	1	0	11	1	0	0	2	0	8	0	0	0	1	0	0	1
ROGDI	ENSG00000067836	ENST00000589543	retained_intron	0	0	0	12	0	0	0	6	0	4	0	0	0	0	0	0	2
ROGDI	ENSG00000067836	ENST00000590198	retained_intron	0	0	0	12	0	0	0	10	0	1	0	0	0	0	0	0	1
ROGDI	ENSG00000067836	ENST00000591292	retained_intron	0	0	0	12	0	0	0	1	0	7	0	3	0	0	0	0	1
ROGDI	ENSG00000067836	ENST00000591392	protein_coding	0	0	0	12	0	0	0	6	0	5	0	0	0	0	0	0	1
ROGDI	ENSG00000067836	ENST00000592019	protein_coding	0	0	0	12	1	0	0	2	0	7	0	0	0	0	0	0	2
ROGDI	ENSG00000067836	ENST00000592112	retained_intron	0	0	0	11	0	0	0	9	0	0	0	1	0	0	0	0	1
RP11-10K17.3	ENSG00000260882	ENST00000564330	processed_pseudogene	0	0	0	16	0	0	0	6	0	0	0	0	0	0	0	0	10
RP11-10K17.6	ENSG00000267070	ENST00000589323	lincRNA	0	0	0	15	0	0	0	0	0	12	0	0	0	0	0	0	3
RP11-127I20.5	ENSG00000267077	ENST00000592465	antisense	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	9
RP11-127I20.7	ENSG00000266994	ENST00000588099	processed_transcript	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	2
RP11-152P23.2	ENSG00000260350	ENST00000567942	antisense	0	0	0	4	0	0	0	2	0	1	0	0	0	0	0	0	1
RP11-161M6.2	ENSG00000260807	ENST00000562570	lincRNA	0	1	0	21	0	0	0	3	0	1	0	8	0	1	0	0	10
RP11-161M6.2	ENSG00000260807	ENST00000563837	lincRNA	0	1	0	19	0	0	0	6	0	2	0	2	0	1	0	0	10
RP11-161M6.2	ENSG00000260807	ENST00000563863	lincRNA	0	1	0	21	0	0	0	3	0	2	0	7	0	1	0	0	10
RP11-161M6.2	ENSG00000260807	ENST00000565069	lincRNA	0	1	0	19	0	0	0	6	0	2	0	2	0	1	0	0	10
RP11-161M6.2	ENSG00000260807	ENST00000565139	lincRNA	0	0	0	12	0	0	0	3	0	4	0	1	0	0	0	0	4
RP11-161M6.2	ENSG00000260807	ENST00000565467	lincRNA	0	0	0	22	0	0	0	3	0	2	0	7	0	0	0	0	10
RP11-161M6.2	ENSG00000260807	ENST00000567961	lincRNA	0	1	0	11	0	0	0	3	0	3	0	2	0	1	0	0	4
RP11-161M6.2	ENSG00000260807	ENST00000568394	lincRNA	0	1	0	21	0	0	0	3	0	2	0	7	0	1	0	0	10
RP11-161M6.3	ENSG00000260496	ENST00000565401	lincRNA	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
RP11-161M6.3	ENSG00000260496	ENST00000599946	lincRNA	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
RP11-161M6.5	ENSG00000261720	ENST00000564390	lincRNA	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
RP11-161M6.6	ENSG00000276931	ENST00000620075	sense_intronic	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-165E7.1	ENSG00000267072	ENST00000588778	lincRNA	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0
RP11-165E7.1	ENSG00000267072	ENST00000632058	lincRNA	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	3
RP11-185J20.2	ENSG00000259963	ENST00000567192	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-243A14.1	ENSG00000261617	ENST00000564305	lincRNA	0	0	0	4	0	0	0	0	0	3	0	1	0	0	0	0	0
RP11-26O3.1	ENSG00000261198	ENST00000565247	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-279O17.2	ENSG00000260003	ENST00000562361	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
RP11-279O17.3	ENSG00000260058	ENST00000564185	lincRNA	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0
RP11-297M9.1	ENSG00000260362	ENST00000561538	lincRNA	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	1
RP11-304L19.1	ENSG00000259933	ENST00000563284	sense_overlapping	0	0	0	16	0	0	0	2	0	3	0	0	0	0	0	0	11
RP11-304L19.1	ENSG00000259933	ENST00000570072	sense_overlapping	0	0	0	16	0	0	0	3	0	2	0	0	0	0	0	0	11
RP11-304L19.2	ENSG00000260447	ENST00000562027	antisense	0	0	0	6	0	0	0	1	0	0	0	1	0	0	0	0	4
RP11-304L19.3	ENSG00000261123	ENST00000565937	sense_intronic	0	0	0	11	0	0	0	8	0	1	0	1	0	0	0	0	1
RP11-304L19.4	ENSG00000261240	ENST00000568795	antisense	0	0	0	13	0	0	0	6	0	1	0	1	0	0	0	0	5
RP11-304L19.8	ENSG00000261532	ENST00000561544	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-382N13.1	ENSG00000242278	ENST00000470389	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-382N13.2	ENSG00000261811	ENST00000566684	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-382N13.3	ENSG00000261007	ENST00000564888	processed_pseudogene	0	0	0	5	0	0	0	1	0	0	0	4	0	0	0	0	0
RP11-382N13.6	ENSG00000260431	ENST00000565115	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
RP11-418I22.2	ENSG00000260071	ENST00000570038	lincRNA	0	0	0	6	0	0	0	2	0	4	0	0	0	0	0	0	0
RP11-418I22.3	ENSG00000283003	ENST00000634367	lincRNA	0	0	0	4	0	0	0	1	0	3	0	0	0	0	0	0	0
RP11-420N3.2	ENSG00000260411	ENST00000585867	lincRNA	0	0	0	54	0	0	0	0	0	54	0	0	0	0	0	0	0
RP11-420N3.3	ENSG00000279877	ENST00000569895	processed_transcript	0	0	0	156	0	0	0	0	0	156	0	0	0	0	0	0	0
RP11-462G12.1	ENSG00000262185	ENST00000576810	sense_overlapping	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
RP11-462G12.2	ENSG00000262888	ENST00000571302	sense_overlapping	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0
RP11-462G12.4	ENSG00000263159	ENST00000571169	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-468I15.1	ENSG00000260835	ENST00000564076	sense_intronic	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-473I1.6	ENSG00000261392	ENST00000562893	lincRNA	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1
RP11-473M20.9	ENSG00000262370	ENST00000571404	lincRNA	0	0	0	4	0	0	0	2	0	1	0	1	0	0	0	0	0
RP11-473M20.9	ENSG00000262370	ENST00000574387	lincRNA	0	0	0	4	0	0	0	2	0	1	0	1	0	0	0	0	0
RP11-473M20.9	ENSG00000262370	ENST00000577123	lincRNA	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1
RP11-475D10.4	ENSG00000279357	ENST00000625011	TEC	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
RP11-475D10.5	ENSG00000260764	ENST00000564410	processed_pseudogene	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
RP11-483K5.3	ENSG00000261066	ENST00000562516	lincRNA	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	3
RP11-509E10.1	ENSG00000257180	ENST00000549303	sense_intronic	0	0	0	4	0	0	0	3	0	1	0	0	0	0	0	0	0
RP11-509E10.3	ENSG00000280000	ENST00000624136	TEC	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-545E8.1	ENSG00000240419	ENST00000495947	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-616M22.1	ENSG00000260403	ENST00000568884	antisense	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
RP11-616M22.12	ENSG00000277010	ENST00000621827	antisense	0	0	0	20	0	0	0	12	0	0	0	0	0	0	0	0	8
RP11-616M22.3	ENSG00000261294	ENST00000564700	antisense	0	0	0	23	0	0	0	11	0	0	0	0	0	0	0	0	12
RP11-616M22.5	ENSG00000260182	ENST00000566997	sense_intronic	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	18
RP11-709D24.5	ENSG00000261789	ENST00000563704	antisense	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
RP11-709D24.8	ENSG00000278434	ENST00000612995	sense_intronic	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	3
RP11-715J22.1	ENSG00000243445	ENST00000468708	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-715J22.3	ENSG00000260095	ENST00000561653	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RP11-715J22.4	ENSG00000260874	ENST00000565827	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-715J22.4	ENSG00000260874	ENST00000566085	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-715J22.6	ENSG00000260293	ENST00000561847	sense_intronic	0	0	0	3	0	0	0	1	0	0	0	2	0	0	0	0	0
RP11-77H9.1	ENSG00000283516	ENST00000636296	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
RP11-77H9.1	ENSG00000283516	ENST00000637237	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
RP11-77H9.1	ENSG00000283516	ENST00000637929	protein_coding	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
RP11-77H9.2	ENSG00000260276	ENST00000565934	antisense	0	0	0	8	0	0	0	0	0	5	0	0	0	0	0	0	3
RP11-77H9.2	ENSG00000260276	ENST00000613908	antisense	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
RP11-77H9.5	ENSG00000259939	ENST00000564919	antisense	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	1
RP11-77H9.8	ENSG00000260979	ENST00000564485	lincRNA	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
RP11-95J11.1	ENSG00000262516	ENST00000572774	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RPL21P119	ENSG00000220793	ENST00000484462	processed_pseudogene	0	1	0	3	0	0	0	3	0	0	0	1	0	1	0	0	0
RPL23AP86	ENSG00000262959	ENST00000573796	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RPL3L	ENSG00000140986	ENST00000268661	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
RPS20P2	ENSG00000219274	ENST00000402520	processed_pseudogene	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
RPS3AP2	ENSG00000219027	ENST00000407190	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
RPUSD1	ENSG00000007376	ENST00000007264	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
RPUSD1	ENSG00000007376	ENST00000561734	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
RPUSD1	ENSG00000007376	ENST00000563560	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RPUSD1	ENSG00000007376	ENST00000565377	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RPUSD1	ENSG00000007376	ENST00000565503	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RPUSD1	ENSG00000007376	ENST00000565809	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
RPUSD1	ENSG00000007376	ENST00000567114	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1
RPUSD1	ENSG00000007376	ENST00000567283	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RPUSD1	ENSG00000007376	ENST00000569601	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SEC14L5	ENSG00000103184	ENST00000251170	protein_coding	0	0	0	10	1	0	0	2	0	6	0	0	0	0	0	0	1
SEC14L5	ENSG00000103184	ENST00000587469	protein_coding	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	1
SEPT12	ENSG00000140623	ENST00000268231	protein_coding	0	1	0	5	0	0	0	0	0	5	0	0	1	0	0	0	0
SEPT12	ENSG00000140623	ENST00000396693	protein_coding	0	1	0	5	0	0	0	0	0	5	0	0	1	0	0	0	0
SEPT12	ENSG00000140623	ENST00000587603	nonsense_mediated_decay	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0
SEPT12	ENSG00000140623	ENST00000588241	nonsense_mediated_decay	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	1
SEPT12	ENSG00000140623	ENST00000590303	retained_intron	0	0	0	5	0	0	0	3	0	1	0	1	0	0	0	0	0
SEPT12	ENSG00000140623	ENST00000590741	nonsense_mediated_decay	0	0	0	5	0	0	0	2	0	3	0	0	0	0	0	0	0
SEPT12	ENSG00000140623	ENST00000591624	protein_coding	0	0	0	5	0	0	0	4	0	1	0	0	0	0	0	0	0
SEPT12	ENSG00000140623	ENST00000591861	processed_transcript	0	0	0	5	0	0	0	2	0	3	0	0	0	0	0	0	0
SLX4	ENSG00000188827	ENST00000294008	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SMIM22	ENSG00000267795	ENST00000586005	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0
SMIM22	ENSG00000267795	ENST00000586440	protein_coding	0	1	0	10	1	0	0	9	0	0	0	0	0	1	0	0	0
SMIM22	ENSG00000267795	ENST00000588500	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0
SMIM22	ENSG00000267795	ENST00000588606	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0
SMIM22	ENSG00000267795	ENST00000588894	retained_intron	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0
SMIM22	ENSG00000267795	ENST00000589327	protein_coding	0	0	0	14	0	0	0	10	0	0	0	0	0	0	0	0	4
SMIM22	ENSG00000267795	ENST00000589721	protein_coding	0	0	0	14	0	0	0	10	0	0	0	0	0	0	0	0	4
SMIM22	ENSG00000267795	ENST00000591004	retained_intron	0	0	0	14	0	0	0	10	0	0	0	0	0	0	0	0	4
SMIM22	ENSG00000267795	ENST00000591870	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0
SMIM22	ENSG00000267795	ENST00000615471	protein_coding	0	0	0	14	0	0	0	10	0	0	0	0	0	0	0	0	4
SMIM22	ENSG00000267795	ENST00000615889	protein_coding	0	1	0	14	1	0	0	9	0	0	0	0	0	1	0	0	4
SNHG19	ENSG00000260260	ENST00000563192	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SNORD60	ENSG00000206630	ENST00000383903	snoRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SNRNP25	ENSG00000161981	ENST00000293861	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
SNRNP25	ENSG00000161981	ENST00000383018	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
SNRNP25	ENSG00000161981	ENST00000397876	nonsense_mediated_decay	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SNRNP25	ENSG00000161981	ENST00000417493	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SNRNP25	ENSG00000161981	ENST00000466183	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SNRNP25	ENSG00000161981	ENST00000481947	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SNRNP25	ENSG00000161981	ENST00000493672	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SNRPCP20	ENSG00000267182	ENST00000588011	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SOX8	ENSG00000005513	ENST00000293894	protein_coding	0	1	0	14	3	0	0	1	0	6	0	0	0	0	0	1	4
SOX8	ENSG00000005513	ENST00000566034	retained_intron	0	0	0	13	0	0	0	1	0	4	0	6	0	0	0	0	2
SPSB3	ENSG00000162032	ENST00000569769	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SRL	ENSG00000185739	ENST00000399609	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
SRL	ENSG00000185739	ENST00000537996	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
SRL	ENSG00000185739	ENST00000572111	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000301740	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000570539	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2	ENSG00000167978	ENST00000570655	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2	ENSG00000167978	ENST00000570705	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000570971	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2	ENSG00000167978	ENST00000571041	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000571372	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2	ENSG00000167978	ENST00000571378	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000572278	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2	ENSG00000167978	ENST00000572721	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000572883	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000572952	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2	ENSG00000167978	ENST00000573311	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000573451	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2	ENSG00000167978	ENST00000573498	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2	ENSG00000167978	ENST00000573583	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2	ENSG00000167978	ENST00000573692	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2	ENSG00000167978	ENST00000574331	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2	ENSG00000167978	ENST00000574340	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000574593	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000574866	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2	ENSG00000167978	ENST00000575009	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000575701	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000575870	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2	ENSG00000167978	ENST00000576076	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2	ENSG00000167978	ENST00000576415	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000576674	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000576878	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2	ENSG00000167978	ENST00000576894	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000576924	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SRRM2	ENSG00000167978	ENST00000630499	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
SRRM2-AS1	ENSG00000205913	ENST00000382313	antisense	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
SRRM2-AS1	ENSG00000205913	ENST00000570677	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SRRM2-AS1	ENSG00000205913	ENST00000571305	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SRRM2-AS1	ENSG00000205913	ENST00000573802	antisense	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1
SRRM2-AS1	ENSG00000205913	ENST00000577055	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
SSTR5	ENSG00000162009	ENST00000293897	protein_coding	0	2	1	1	0	0	0	0	0	0	1	0	0	0	0	2	1
SSTR5-AS1	ENSG00000261713	ENST00000565992	lincRNA	0	1	0	3	0	0	0	2	0	1	0	0	0	1	0	0	1
SSTR5-AS1	ENSG00000261713	ENST00000566499	lincRNA	0	1	0	6	0	0	0	2	0	2	0	0	0	1	0	0	3
SSTR5-AS1	ENSG00000261713	ENST00000569734	lincRNA	0	1	0	2	0	0	0	2	0	1	0	0	0	1	0	0	0
SSTR5-AS1	ENSG00000261713	ENST00000569832	lincRNA	0	1	0	6	0	0	0	2	0	2	0	0	0	1	0	0	3
SSTR5-AS1	ENSG00000261713	ENST00000624643	TEC	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	3
SUB1P3	ENSG00000261612	ENST00000564581	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
SYNGR3	ENSG00000127561	ENST00000248121	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SYNGR3	ENSG00000127561	ENST00000562045	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SYNGR3	ENSG00000127561	ENST00000563869	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SYNGR3	ENSG00000127561	ENST00000564642	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SYNGR3	ENSG00000127561	ENST00000568896	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
SYNGR3	ENSG00000127561	ENST00000618464	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TBC1D24	ENSG00000162065	ENST00000293970	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
